Review_Date,Hotel_Name,Reviewer_Nationality,Review,lat,lng
11/18/2016,Apex Temple Court Hotel, United Kingdom , Very clean and Hotel was in a good position,51.5137335,-0.1087512
11/16/2016,Apex Temple Court Hotel, United Kingdom , The recognition by the hotel that we were celebrating a special birthday The club room facilities ,51.5137335,-0.1087512
11/16/2016,Apex Temple Court Hotel, United Kingdom , Excellent room decor,51.5137335,-0.1087512
11/14/2016,Apex Temple Court Hotel, United Kingdom , Lovely Lavish beautiful place to stay Felt special ,51.5137335,-0.1087512
11/14/2016,Apex Temple Court Hotel, United Kingdom , Location room especially the bathroom quiet ,51.5137335,-0.1087512
11/13/2016,Apex Temple Court Hotel, United States of America , The entire staff had excellent customer service skills and were always willing to help out,51.5137335,-0.1087512
11/13/2016,Apex Temple Court Hotel, United Kingdom , Bathrooms fabulous Breakfast lovely ,51.5137335,-0.1087512
11/11/2016,Apex Temple Court Hotel, United Kingdom , Fantastic location both central but quiet ,51.5137335,-0.1087512
11/9/2016,Apex Temple Court Hotel, United Kingdom , Comfy bed with lovely sheets and duvet Good shower,51.5137335,-0.1087512
11/9/2016,Apex Temple Court Hotel, United Kingdom , The bed was certainly comfy the room was spacious the staff were attentive and pleasant ,51.5137335,-0.1087512
11/7/2016,Apex Temple Court Hotel, United Kingdom , The design and ambience of the hotel was great,51.5137335,-0.1087512
11/6/2016,Apex Temple Court Hotel, United Kingdom , Very clean room good breakfast friendly staff ,51.5137335,-0.1087512
11/5/2016,Apex Temple Court Hotel, Canada , Very new and modern,51.5137335,-0.1087512
11/1/2016,Apex Temple Court Hotel, United Kingdom ,No Positive,51.5137335,-0.1087512
11/1/2016,Apex Temple Court Hotel, United Kingdom , Excellent location and good value for money,51.5137335,-0.1087512
10/31/2016,Apex Temple Court Hotel, United Kingdom , Lovely staff rooms bed and overall experience ,51.5137335,-0.1087512
10/30/2016,Apex Temple Court Hotel, United Kingdom , Accessible room brilliant Service exceptional Location excellent Could not fault it Staff friendly and helpful ,51.5137335,-0.1087512
10/30/2016,Apex Temple Court Hotel, United Kingdom ,No Positive,51.5137335,-0.1087512
10/24/2016,Apex Temple Court Hotel, United Kingdom , Super been before would go again,51.5137335,-0.1087512
10/21/2016,Apex Temple Court Hotel, United Kingdom , Great Location clean room comfy bed ,51.5137335,-0.1087512
10/19/2016,Apex Temple Court Hotel, United Kingdom , Everything just perfect,51.5137335,-0.1087512
10/18/2016,Apex Temple Court Hotel, Switzerland , Good beds,51.5137335,-0.1087512
10/17/2016,Apex Temple Court Hotel, United Kingdom , Everything,51.5137335,-0.1087512
10/17/2016,Apex Temple Court Hotel, United Arab Emirates , Excellent location ,51.5137335,-0.1087512
10/15/2016,Apex Temple Court Hotel, United Kingdom , Excellent location for Covent Garden,51.5137335,-0.1087512
10/13/2016,Apex Temple Court Hotel, United Kingdom , location and decor comfy bed ,51.5137335,-0.1087512
10/11/2016,Apex Temple Court Hotel, Spain , The size of the rooms and beautiful ,51.5137335,-0.1087512
10/10/2016,Apex Temple Court Hotel, United Kingdom , Lovely hotel breakfast was lovely and our room gorgeous and bed so comfy,51.5137335,-0.1087512
10/10/2016,Apex Temple Court Hotel, United Kingdom ,No Positive,51.5137335,-0.1087512
10/10/2016,Apex Temple Court Hotel, United Kingdom , We received a free upgrade to a junior suite Staff were very polite and extremely nice to us ,51.5137335,-0.1087512
10/10/2016,Apex Temple Court Hotel, Portugal , Location quality design ,51.5137335,-0.1087512
10/9/2016,Apex Temple Court Hotel, United Kingdom , Great room very comfortable,51.5137335,-0.1087512
10/6/2016,Apex Temple Court Hotel, United Kingdom , Nice courtyard sun trap when fine,51.5137335,-0.1087512
10/6/2016,Apex Temple Court Hotel, United Kingdom , Elegant functionality,51.5137335,-0.1087512
10/5/2016,Apex Temple Court Hotel, Netherlands , Nice comfy bed very luxurious bathroom,51.5137335,-0.1087512
10/4/2016,Apex Temple Court Hotel, United Kingdom , Deluxe upgrade to a beautiful room in fantastic location and complimentary treats superb,51.5137335,-0.1087512
10/4/2016,Apex Temple Court Hotel, United Kingdom , Cleanliness Modern Design Great Location,51.5137335,-0.1087512
10/4/2016,Apex Temple Court Hotel, United Kingdom , Amazingly quiet for such a great central location,51.5137335,-0.1087512
10/3/2016,Apex Temple Court Hotel, United Kingdom , Very comfy beds quiet location wonderful staff Great food and the rooms were really cosy and welcoming ,51.5137335,-0.1087512
10/2/2016,Apex Temple Court Hotel, United Kingdom , Excellent breakfast,51.5137335,-0.1087512
10/2/2016,Apex Temple Court Hotel, Qatar , Location and Style,51.5137335,-0.1087512
9/27/2016,Apex Temple Court Hotel, United Kingdom , Location and staff,51.5137335,-0.1087512
9/25/2016,Apex Temple Court Hotel, United Kingdom , Location,51.5137335,-0.1087512
9/25/2016,Apex Temple Court Hotel, United Kingdom , Pain a raison at Breakfast was very fresh The staff were helpful explaining the gluten free menu ,51.5137335,-0.1087512
9/24/2016,Apex Temple Court Hotel, Belgium , All,51.5137335,-0.1087512
9/23/2016,Apex Temple Court Hotel, United Kingdom , Welcoming and helpful front desk staff spacious king size bed and balcony room Good central location,51.5137335,-0.1087512
9/23/2016,Apex Temple Court Hotel, United Kingdom ,No Positive,51.5137335,-0.1087512
9/20/2016,Apex Temple Court Hotel, United Kingdom , Would be perfect if it had a pool,51.5137335,-0.1087512
9/20/2016,Apex Temple Court Hotel, Luxembourg , the rooms and the breakfast and the confort,51.5137335,-0.1087512
9/19/2016,Apex Temple Court Hotel, United States of America , super staff Very flexible Loved the location it was perfect ,51.5137335,-0.1087512
9/18/2016,Apex Temple Court Hotel, United Kingdom , Excellent pillows,51.5137335,-0.1087512
9/15/2016,Apex Temple Court Hotel, Australia , Location Great very quite for being in the centre of London Great room with a super comfy bed ,51.5137335,-0.1087512
9/13/2016,Apex Temple Court Hotel, New Zealand , Good location comfortable bed excellent breakfast ,51.5137335,-0.1087512
9/6/2016,Apex Temple Court Hotel, Australia , Very comfortable room Great location of hotel Friendly staff ,51.5137335,-0.1087512
9/6/2016,Apex Temple Court Hotel, United States of America , Very nice outdoor terrace,51.5137335,-0.1087512
9/4/2016,Apex Temple Court Hotel, United States of America , Club lounge very nice View was nice as well,51.5137335,-0.1087512
9/4/2016,Apex Temple Court Hotel, United States of America , Clean modern decent size rooms with awesome bathroom ,51.5137335,-0.1087512
9/4/2016,Apex Temple Court Hotel, United Kingdom , Excellent location super helpful staff,51.5137335,-0.1087512
9/2/2016,Apex Temple Court Hotel, South Korea , Everything was wonderful,51.5137335,-0.1087512
9/1/2016,Apex Temple Court Hotel, Australia , Position was excellent for our needs Not a lot of good restaurants nearby other than hotel itself ,51.5137335,-0.1087512
8/31/2016,Apex Temple Court Hotel, United States of America , Very clean and staff was very helpful First time in London and would use it again,51.5137335,-0.1087512
8/30/2016,Apex Temple Court Hotel, United Kingdom , Size of the room staff service and gym on site Like deco in general ,51.5137335,-0.1087512
8/30/2016,Apex Temple Court Hotel, United Kingdom , The staff were outstanding,51.5137335,-0.1087512
8/30/2016,Apex Temple Court Hotel, United Kingdom , Our lovely room and the friendly yet professional manner of all staff ,51.5137335,-0.1087512
8/30/2016,Apex Temple Court Hotel, Ireland , Staff were superb and hotel was well located,51.5137335,-0.1087512
8/28/2016,Apex Temple Court Hotel, United Kingdom , Friendly staff Comfortable big rooms ,51.5137335,-0.1087512
8/27/2016,Apex Temple Court Hotel, United Kingdom , Fantastic customer service and beautiful rooms,51.5137335,-0.1087512
8/27/2016,Apex Temple Court Hotel, United States of America , On our way to Ireland via princess cruise Our stay was perfect Couldn t have asked for anything better Thanks again,51.5137335,-0.1087512
8/27/2016,Apex Temple Court Hotel, United Kingdom , Really pleased with the room we had and value for money Great location for Covent Gardens and the show we went to on Drury Lane,51.5137335,-0.1087512
8/24/2016,Apex Temple Court Hotel, United Kingdom , Excellent breakfast next time we should include it in the package ,51.5137335,-0.1087512
8/24/2016,Apex Temple Court Hotel, Belgium , The rooms are quite big for London standards The room we had had both bath and shower ,51.5137335,-0.1087512
8/23/2016,Apex Temple Court Hotel, United Kingdom , Perfect location and everything you need in a room My husband loved the gym,51.5137335,-0.1087512
8/23/2016,Apex Temple Court Hotel, United Kingdom , The bed and showering facilities were excellent and we will definetly be staying again as I believe it was excellnt value for money Thank you,51.5137335,-0.1087512
8/22/2016,Apex Temple Court Hotel, United Kingdom , Exceptionally helpful staff excellent room and facilities and a central location ,51.5137335,-0.1087512
8/22/2016,Apex Temple Court Hotel, Australia , Amazing breakfast options and the staff were very friendly and helpful,51.5137335,-0.1087512
8/21/2016,Apex Temple Court Hotel, United Kingdom , Beautiful clean room fab shower very quiet and comfortable,51.5137335,-0.1087512
8/18/2016,Apex Temple Court Hotel, United States of America , Very clean high quality linens free wifi,51.5137335,-0.1087512
8/17/2016,Apex Temple Court Hotel, United Kingdom , Location and court yard how quiet it was ,51.5137335,-0.1087512
8/16/2016,Apex Temple Court Hotel, United Kingdom , Location and service was excellent ,51.5137335,-0.1087512
8/13/2016,Apex Temple Court Hotel, Canada ,No Positive,51.5137335,-0.1087512
8/13/2016,Apex Temple Court Hotel, Jordan , Everything was perfect Staff location cleanliness Very impressive I highly recommend it ,51.5137335,-0.1087512
8/12/2016,Apex Temple Court Hotel, Russia ,No Positive,51.5137335,-0.1087512
8/11/2016,Apex Temple Court Hotel, United Kingdom , Was only a 5 minute walk from Temple tube station,51.5137335,-0.1087512
8/11/2016,Apex Temple Court Hotel, United Kingdom , Location,51.5137335,-0.1087512
8/11/2016,Apex Temple Court Hotel, Thailand , Everything,51.5137335,-0.1087512
8/8/2016,Apex Temple Court Hotel, United Kingdom , Very quiet hotel lovely location,51.5137335,-0.1087512
8/8/2016,Apex Temple Court Hotel, Luxembourg , excellent staff very clean and very quit room and the location is almost perfect My next stay in London will also be in this hotel ,51.5137335,-0.1087512
8/7/2016,Apex Temple Court Hotel, United States of America , The staff was exceptionally helpful our stay was much too short ,51.5137335,-0.1087512
8/7/2016,Apex Temple Court Hotel, United Kingdom , Great breakfasts and very nice people,51.5137335,-0.1087512
8/7/2016,Apex Temple Court Hotel, South Africa , Great Location excellent Staff,51.5137335,-0.1087512
8/7/2016,Apex Temple Court Hotel, Norway , Very good hotel,51.5137335,-0.1087512
8/7/2016,Apex Temple Court Hotel, United Arab Emirates , Location and room were perfect,51.5137335,-0.1087512
8/6/2016,Apex Temple Court Hotel, United Kingdom , Extremely comfortable clean and well appointed rooms Staff were all very helpful and friendly A good nights sleep too ,51.5137335,-0.1087512
8/6/2016,Apex Temple Court Hotel, United Kingdom , Great location great service lovely bathrooms with bath and walking in shower 100 quality,51.5137335,-0.1087512
8/4/2016,Apex Temple Court Hotel, Australia , Location nice room and friendly staff who were very helpful ,51.5137335,-0.1087512
8/3/2016,Apex Temple Court Hotel, United Kingdom , The quiet setting in the middle of a beautiful part of the city The feeling of being abroad with the lovely outside courtyard ,51.5137335,-0.1087512
8/2/2016,Apex Temple Court Hotel, United Kingdom , Look of the building and location,51.5137335,-0.1087512
